Time,RPM,IdleError,IdlePos(Steps),IdleSwitch,CoolantT(C),MAP(kPa),IgnAdv(deg.),InletT(C),Throttle(V),Battery(V),CoilTime(ms),ClosedLoop,Lambda(mV),FuelTrim(%),IdleBasePos(Steps),Aircon(on/off),F1,F2,FByte1,Fbyte2,RPM_raw,Unknown_Load(?),Ignition_tune(deg.),Idlerpm_tune(rpm),Fuel_tune,Virtual_MAF(g/s),Virtual_fuel(l/h),Virtual_fuel2(l/100km),GPS_Speed(km/h),GPS_Longitude,GPS_Latitude,GPS_Altitude(m),
[19:14:17:864],1194,9,109,16,26,37,19.0,25,0.64,12.00,1796,0,440,100,94,1,35,135,2,0,32735,0,0.00,0,134,6.4,2.4,0.0,0.0,55.1917,-118.7774,674.3
[19:14:18:913],1149,2,117,16,26,39,20.0,25,0.66,12.20,1759,0,440,100,93,1,35,135,2,0,32810,0,0.00,0,134,6.6,2.4,0.0,0.0,55.1917,-118.7774,674.2
[19:14:19:872],1093,97,109,16,26,36,16.5,25,0.62,12.30,1745,0,440,100,93,1,35,135,2,0,32676,0,0.00,0,134,6.7,2.5,0.0,0.0,55.1917,-118.7774,674.2
[19:14:20:901],1236,50,105,16,26,34,19.5,25,0.62,12.40,1735,0,440,100,93,1,35,135,2,0,32768,0,0.00,0,134,5.9,2.2,0.0,0.0,55.1917,-118.7774,674.3
[19:14:21:868],1044,108,117,16,26,39,18.5,25,0.64,12.50,1713,0,440,100,93,1,35,135,2,0,32757,0,0.00,0,134,6.3,2.3,0.0,0.0,55.1917,-118.7774,674.3
[19:14:22:906],1192,12,98,16,26,32,17.0,25,0.60,12.50,1710,0,440,100,93,1,35,135,2,0,32679,0,0.00,0,134,6.1,2.3,0.0,0.0,55.1917,-118.7774,674.3
[19:14:23:883],1175,45,114,16,26,39,21.0,25,0.66,12.60,1724,0,440,100,93,1,35,135,2,0,32853,0,0.00,0,134,5.7,2.1,0.0,0.0,55.1917,-118.7774,674.3
[19:14:24:901],1104,108,101,16,26,32,15.0,25,0.60,12.60,1700,0,440,100,93,1,35,135,2,0,32608,0,0.00,0,134,6.8,2.5,0.0,0.0,55.1917,-118.7774,674.3
[19:14:25:880],1273,100,108,16,26,34,20.0,25,0.64,12.70,1717,0,440,100,93,1,35,135,2,0,32846,0,0.00,0,134,5.3,2.0,0.0,0.0,55.1917,-118.7774,674.3
[19:14:26:912],1010,190,109,16,27,35,16.0,25,0.62,12.70,1698,0,440,100,91,1,35,135,2,0,32665,0,0.00,0,134,6.4,2.4,0.0,0.0,55.1917,-118.7774,674.3
[19:14:27:868],1255,65,100,16,27,31,19.0,25,0.60,12.70,1697,0,440,100,91,1,35,135,2,0,32777,0,0.00,0,134,5.3,2.0,0.0,0.0,55.1917,-118.7774,674.3
[19:14:28:921],1058,80,114,16,27,40,18.0,25,0.64,12.70,1691,0,440,100,91,1,35,135,2,0,32794,0,0.00,0,134,5.8,2.2,0.0,0.0,55.1917,-118.7774,674.3
[19:14:29:905],1203,16,95,16,27,31,17.0,25,0.58,12.80,1678,0,445,100,91,1,35,135,2,0,32677,0,0.00,0,134,6.3,2.3,0.0,0.0,55.1917,-118.7774,674.3
[19:14:30:900],1140,21,113,16,27,39,20.0,25,0.64,12.80,1707,0,445,100,91,1,35,135,2,0,32850,0,0.00,0,134,5.5,2.1,0.0,0.0,55.1917,-118.7774,674.3
[19:14:31:911],1136,91,97,16,27,31,15.0,25,0.58,12.80,1694,0,450,100,91,1,35,135,2,0,32554,0,0.00,0,134,6.6,2.5,0.0,0.0,55.1917,-118.7774,674.3
[19:14:32:902],1237,95,110,16,27,36,21.0,25,0.64,12.80,1700,0,455,100,91,1,35,135,2,0,32887,0,0.00,0,134,5.2,1.9,0.0,0.0,55.1917,-118.7774,674.3
[19:14:33:884],1030,191,103,16,27,34,14.0,25,0.58,12.80,1682,0,460,100,91,1,35,135,2,0,32533,0,0.00,0,134,6.6,2.5,0.0,0.0,55.1917,-118.7774,674.3
[19:14:34:862],1285,122,105,16,27,34,21.0,25,0.62,12.80,1682,0,470,100,91,1,35,135,2,0,32864,0,0.00,0,134,5.2,1.9,0.0,0.0,55.1917,-118.7774,674.3
[19:14:35:924],1002,221,108,16,27,37,15.5,25,0.60,12.80,1692,0,460,100,91,1,35,135,2,0,32613,0,0.00,0,134,6.5,2.4,0.0,0.0,55.1917,-118.7774,674.3
[19:14:36:907],1287,100,101,16,27,31,20.5,25,0.62,12.80,1684,0,495,100,91,1,35,135,2,0,32817,0,0.00,0,134,5.5,2.0,0.0,0.0,55.1917,-118.7774,674.3
[19:14:37:900],949,195,115,16,27,40,18.5,25,0.64,12.90,1675,0,465,100,91,1,35,135,2,0,32699,0,0.00,0,134,5.9,2.2,0.0,0.0,55.1917,-118.7774,674.3
[19:14:38:876],1283,79,98,16,28,31,20.0,25,0.60,12.90,1682,0,520,100,91,1,35,135,2,0,32735,0,0.00,0,134,5.6,2.1,0.0,0.0,55.1917,-118.7774,674.3
[19:14:39:912],1009,119,115,16,28,44,20.0,25,0.64,12.90,1672,0,465,100,91,1,35,135,2,0,32817,0,0.00,0,134,5.9,2.2,0.0,0.0,55.1917,-118.7774,674.3
[19:14:40:893],1182,39,96,16,28,30,16.0,25,0.58,12.90,1664,0,525,100,91,1,35,135,2,0,32609,0,0.00,0,134,6.6,2.5,0.0,0.0,55.1917,-118.7774,674.3
[19:14:41:918],1113,41,114,16,28,42,20.5,25,0.64,12.90,1665,0,505,100,91,1,35,135,2,0,32895,0,0.00,0,134,5.3,2.0,0.0,0.0,55.1917,-118.7774,674.3
[19:14:42:901],1067,138,101,16,28,32,14.0,25,0.58,12.90,1679,0,500,100,91,1,35,135,2,0,32576,0,0.00,0,134,7.0,2.6,0.0,0.0,55.1917,-118.7774,674.3
[19:14:43:887],1255,118,109,16,28,37,21.5,25,0.64,12.90,1678,0,515,100,91,1,35,135,2,0,32905,0,0.00,0,134,5.1,1.9,0.0,0.0,55.1917,-118.7774,674.3
[19:14:44:921],1056,185,105,16,28,34,15.0,25,0.60,12.90,1680,0,500,100,91,1,35,135,2,0,32541,0,0.00,0,134,6.9,2.6,0.0,0.0,55.1917,-118.7774,674.3
[19:14:45:900],1306,147,106,16,28,34,22.0,25,0.64,12.90,1680,0,615,100,91,1,35,135,2,0,32879,0,0.00,0,134,5.3,2.0,0.0,0.0,55.1917,-118.7774,674.3
[19:14:46:887],988,173,107,16,28,37,16.0,25,0.60,12.90,1684,0,505,100,91,1,35,135,2,0,32546,0,0.00,0,134,6.6,2.5,0.0,0.0,55.1917,-118.7774,674.3
[19:14:47:923],1309,127,103,16,28,33,21.5,25,0.62,12.90,1676,0,655,100,91,1,35,135,2,0,32859,0,0.00,0,134,5.4,2.0,0.0,0.0,55.1917,-118.7774,674.3
[19:14:48:920],946,196,114,16,29,42,18.0,25,0.64,12.90,1662,0,440,100,90,1,35,135,2,0,32609,0,0.00,0,134,6.4,2.4,0.0,0.0,55.1917,-118.7774,674.3
[19:14:49:903],1289,91,101,16,29,32,20.0,25,0.60,12.90,1672,0,620,100,90,1,35,135,2,0,32772,0,0.00,0,134,5.9,2.2,0.0,0.0,55.1917,-118.7774,674.3
[19:14:50:895],944,155,114,16,29,46,19.5,25,0.64,12.90,1661,0,390,100,90,1,35,135,2,0,32747,0,0.00,0,134,6.1,2.3,0.0,0.0,55.1917,-118.7774,674.3
[19:14:51:935],1222,8,95,16,29,30,17.0,25,0.58,12.90,1670,0,540,100,90,1,35,135,2,0,32635,0,0.00,0,134,6.5,2.4,0.0,0.0,55.1917,-118.7774,674.3
[19:14:52:916],1098,2,114,16,29,42,20.0,25,0.64,12.90,1666,0,360,100,90,1,35,135,2,0,32873,0,0.00,0,134,5.5,2.0,0.0,0.0,55.1917,-118.7774,674.3
[19:14:53:946],1101,112,97,16,29,32,15.0,25,0.58,13.00,1675,0,510,100,90,1,35,135,2,0,32571,0,0.00,0,134,6.9,2.5,0.0,0.0,55.1917,-118.7774,674.3
[19:14:54:916],1208,103,109,16,30,37,21.0,25,0.64,13.00,1670,1,355,98,90,1,35,135,2,0,32913,0,0.00,0,134,5.2,1.9,0.0,0.0,55.1917,-118.7774,674.3
[19:14:55:901],955,240,104,16,30,34,14.5,25,0.58,13.00,1668,1,355,97,90,1,35,135,2,0,32496,0,0.00,0,134,6.6,2.2,0.0,0.0,55.1917,-118.7774,674.3
[19:14:56:897],1281,153,105,16,30,34,22.0,25,0.62,13.00,1664,1,435,99,90,1,35,135,2,0,32885,0,0.00,0,134,4.8,1.6,0.0,0.0,55.1917,-118.7774,674.3
[19:14:57:939],914,207,107,16,31,38,16.0,25,0.60,12.90,1678,1,275,100,90,1,35,135,2,0,32562,0,0.00,0,134,6.5,2.1,0.0,0.0,55.1917,-118.7774,674.3
[19:14:58:904],1295,135,101,16,31,32,20.5,25,0.60,13.00,1669,1,595,98,90,1,35,135,2,0,32838,0,0.00,0,134,5.2,1.7,0.0,0.0,55.1917,-118.7774,674.3
[19:14:59:932],918,223,114,16,31,42,18.0,25,0.64,13.00,1660,1,250,99,90,1,35,135,2,0,32724,0,0.00,0,134,6.2,2.0,0.0,0.0,55.1917,-118.7774,674.3
[19:15:00:901],1280,94,97,16,31,30,19.0,25,0.60,13.00,1662,1,500,97,90,1,35,135,2,0,32721,0,0.00,0,134,5.7,1.9,0.0,0.0,55.1917,-118.7774,674.3
[19:15:01:945],922,118,114,16,31,46,20.0,25,0.64,13.00,1666,1,200,98,90,1,35,135,2,0,32867,0,0.00,0,134,5.7,1.9,0.0,0.0,55.1917,-118.7774,674.3
[19:15:02:929],1172,83,95,16,31,31,14.0,25,0.58,13.00,1668,1,445,95,88,1,35,135,2,0,32580,0,0.00,0,134,6.3,2.1,0.0,0.0,55.1917,-118.7774,674.3
[19:15:03:942],1099,15,111,16,31,41,19.5,25,0.64,13.00,1682,1,200,97,88,1,35,135,2,0,32875,0,0.00,0,134,5.4,1.8,0.0,0.0,55.1917,-118.7774,674.3
[19:15:04:917],1076,112,97,16,31,33,14.0,25,0.58,13.00,1671,1,195,98,88,1,35,135,2,0,32576,0,0.00,0,134,6.7,2.2,0.0,0.0,55.1917,-118.7774,674.3
[19:15:05:904],1195,92,108,16,31,37,20.0,25,0.64,13.00,1665,1,190,99,88,1,35,135,2,0,32913,0,0.00,0,134,5.3,1.7,0.0,0.0,55.1917,-118.7774,674.3
[19:15:06:952],949,239,101,16,31,35,14.0,25,0.58,13.00,1665,1,275,97,88,1,35,135,2,0,32538,0,0.00,0,134,6.6,2.2,0.0,0.0,55.1917,-118.7774,674.3
[19:15:07:934],1272,136,103,16,32,34,20.5,25,0.62,13.00,1663,1,315,99,88,1,35,135,2,0,32866,0,0.00,0,134,4.9,1.6,0.0,0.0,55.1917,-118.7774,674.3
[19:15:08:902],977,194,109,16,32,38,16.0,25,0.60,13.00,1674,1,200,100,88,1,35,135,2,0,32590,0,0.00,0,134,6.4,2.1,0.0,0.0,55.1917,-118.7774,674.3
[19:15:09:939],1306,123,99,16,32,32,20.0,25,0.60,13.00,1664,1,365,101,88,1,35,135,2,0,32801,0,0.00,0,134,5.5,1.8,0.0,0.0,55.1917,-118.7774,674.3
[19:15:10:931],956,184,109,16,33,41,16.0,25,0.60,13.00,1664,1,170,104,88,1,35,135,2,0,32681,0,0.00,0,134,6.2,2.0,0.0,0.0,55.1917,-118.7774,674.3
[19:15:11:919],1298,132,95,16,33,30,20.0,25,0.60,13.00,1663,1,670,102,88,1,35,135,2,0,32851,0,0.00,0,134,5.8,1.9,0.0,0.0,55.1917,-118.7774,674.2
[19:15:12:893],945,159,108,16,33,41,16.5,25,0.60,13.00,1676,1,240,102,88,1,35,135,2,0,32660,0,0.00,0,134,5.8,1.9,0.0,0.0,55.1917,-118.7774,674.2
[19:15:13:959],1300,119,95,16,33,30,19.0,25,0.58,13.00,1664,1,650,100,88,1,35,135,2,0,32806,0,0.00,0,134,5.8,1.9,0.0,0.0,55.1917,-118.7774,674.2
[19:15:14:947],931,193,112,16,33,42,17.5,25,0.62,13.00,1653,1,210,101,88,1,35,135,2,0,32743,0,0.00,0,134,5.8,1.9,0.0,0.0,55.1917,-118.7774,674.2
[19:15:15:912],1287,95,94,16,33,30,18.0,25,0.58,13.00,1661,1,540,99,88,1,35,135,2,0,32740,0,0.00,0,134,5.8,1.9,0.0,0.0,55.1917,-118.7774,674.2
[19:15:16:951],995,101,112,16,33,42,19.0,25,0.64,13.00,1657,1,165,101,88,1,35,135,2,0,32814,0,0.00,0,134,5.7,1.9,0.0,0.0,55.1917,-118.7774,674.2
[19:15:17:924],1274,82,91,16,33,30,18.0,25,0.58,13.00,1663,1,540,98,88,1,35,135,2,0,32720,0,0.00,0,134,6.2,2.0,0.0,0.0,55.1917,-118.7774,674.2
[19:15:18:899],1036,38,112,16,33,41,19.5,25,0.64,13.00,1662,1,165,100,88,1,35,135,2,0,32851,0,0.00,0,134,5.7,1.9,0.0,0.0,55.1917,-118.7774,674.2
[19:15:19:931],1206,5,88,16,34,29,16.5,25,0.56,13.00,1664,1,510,98,88,1,35,135,2,0,32635,0,0.00,0,134,6.3,2.1,0.0,0.0,55.1917,-118.7774,674.2
[19:15:20:904],1086,28,111,16,34,40,20.0,25,0.64,13.00,1674,1,160,100,88,1,35,135,2,0,32907,0,0.00,0,134,5.2,1.7,0.0,0.0,55.1917,-118.7774,674.2
[19:15:21:952],1114,87,91,16,34,31,14.0,25,0.56,13.00,1664,1,215,101,88,1,35,135,2,0,32643,0,0.00,0,134,6.5,2.1,0.0,0.0,55.1917,-118.7774,674.2
[19:15:22:922],1229,125,107,16,35,35,21.5,25,0.64,13.00,1664,1,145,102,88,1,35,135,2,0,32927,0,0.00,0,134,5.1,1.7,0.0,0.0,55.1917,-118.7774,674.2
[19:15:23:905],1101,113,91,16,35,31,13.0,25,0.56,13.00,1654,1,440,99,88,1,35,135,2,0,32532,0,0.00,0,134,6.4,2.1,0.0,0.0,55.1917,-118.7774,674.2
[19:15:24:953],1258,154,106,16,35,35,22.0,25,0.64,13.00,1664,1,300,101,88,1,35,135,2,0,32945,0,0.00,0,134,5.1,1.7,0.0,0.0,55.1917,-118.7774,674.2
[19:15:25:937],1028,151,95,16,35,32,13.5,25,0.56,13.00,1671,1,260,99,88,1,35,135,2,0,32579,0,0.00,0,134,6.5,2.2,0.0,0.0,55.1917,-118.7774,674.2
[19:15:26:921],1265,160,105,16,35,35,22.0,25,0.62,13.00,1652,1,210,100,87,1,35,135,2,0,32947,0,0.00,0,134,4.9,1.6,0.0,0.0,55.1917,-118.7774,674.2
[19:15:27:964],988,212,96,16,35,32,13.5,25,0.56,13.00,1668,1,200,99,87,1,35,135,2,0,32599,0,0.00,0,134,6.6,2.2,0.0,0.0,55.1917,-118.7774,674.2
[19:15:28:922],1313,170,101,16,35,32,21.5,25,0.60,13.00,1663,1,485,98,87,1,35,135,2,0,32919,0,0.00,0,134,4.7,1.5,0.0,0.0,55.1917,-118.7774,674.2
[19:15:29:956],921,208,102,16,35,35,15.5,25,0.58,13.00,1655,1,180,98,87,1,35,135,2,0,32572,0,0.00,0,134,6.3,2.1,0.0,0.0,55.1917,-118.7774,674.2
[19:15:30:960],1330,180,99,16,35,31,22.0,25,0.60,13.00,1668,1,440,99,87,1,35,135,2,0,32876,0,0.00,0,134,4.8,1.6,0.0,0.0,55.1917,-118.7774,674.2
[19:15:31:933],1015,127,101,16,35,35,15.0,25,0.58,13.00,1660,1,135,101,87,1,35,135,2,0,32669,0,0.00,0,134,6.1,2.0,0.0,0.0,55.1917,-118.7774,674.2
[19:15:32:971],1294,151,98,16,36,32,21.0,25,0.60,13.00,1661,1,350,102,87,1,35,135,2,0,32875,0,0.00,0,134,5.3,1.7,0.0,0.0,55.1917,-118.7774,674.2
[19:15:33:939],1012,152,97,16,36,33,14.0,25,0.56,13.00,1665,1,175,105,87,1,35,135,2,0,32638,0,0.00,0,134,6.2,2.0,0.0,0.0,55.1917,-118.7774,674.2
[19:15:34:982],1311,158,97,16,37,31,21.0,25,0.60,13.00,1665,1,765,103,87,1,35,135,2,0,32882,0,0.00,0,134,5.0,1.6,0.0,0.0,55.1917,-118.7774,674.2
[19:15:35:966],1009,151,96,16,37,32,14.0,25,0.56,13.00,1662,1,590,102,87,1,35,135,2,0,32647,0,0.00,0,134,6.0,2.0,0.0,0.0,55.1917,-118.7774,674.2
[19:15:36:929],1296,158,98,16,37,32,21.0,26,0.60,13.00,1660,1,505,102,87,1,35,135,2,0,32926,0,0.00,0,134,4.8,1.6,0.0,0.0,55.1917,-118.7774,674.2
[19:15:37:982],1053,115,92,16,37,31,13.5,26,0.56,13.00,1662,1,300,102,87,1,35,135,2,0,32642,0,0.00,0,134,6.1,2.0,0.0,0.0,55.1917,-118.7774,674.2
[19:15:38:956],1254,130,100,16,37,34,20.5,26,0.60,13.00,1660,1,325,103,87,1,35,135,2,0,32898,0,0.00,0,134,4.8,1.6,0.0,0.0,55.1917,-118.7774,674.2
[19:15:39:938],1059,105,91,16,38,31,13.0,26,0.56,13.00,1678,1,465,100,85,1,35,135,2,0,32643,0,0.00,0,134,6.3,2.1,0.0,0.0,55.1917,-118.7774,674.2
[19:15:40:932],1180,65,96,16,38,34,18.0,26,0.60,13.00,1661,1,145,102,85,1,35,135,2,0,32831,0,0.00,0,134,4.9,1.6,0.0,0.0,55.1917,-118.7774,674.3
[19:15:41:987],1032,93,95,16,38,32,14.0,26,0.56,13.00,1649,1,130,104,85,1,35,135,2,0,32662,0,0.00,0,134,5.9,2.0,0.0,0.0,55.1917,-118.7774,674.3
[19:15:42:962],1243,128,98,16,38,33,20.0,26,0.60,13.00,1654,1,375,105,85,1,35,135,2,0,32904,0,0.00,0,134,4.9,1.6,0.0,0.0,55.1917,-118.7774,674.3
[19:15:43:939],1052,114,89,16,38,30,12.5,26,0.56,13.00,1659,1,570,101,85,1,35,135,2,0,32606,0,0.00,0,134,6.1,2.0,0.0,0.0,55.1917,-118.7774,674.3
[19:15:44:978],1219,154,103,16,38,36,21.0,26,0.62,13.00,1659,1,285,103,85,1,35,135,2,0,32948,0,0.00,0,134,4.7,1.5,0.0,0.0,55.1917,-118.7774,674.3
[19:15:45:973],1074,124,88,16,38,30,12.5,26,0.56,13.00,1651,1,470,100,85,1,35,135,2,0,32620,0,0.00,0,134,6.5,2.1,0.0,0.0,55.1917,-118.7774,674.3
[19:15:46:953],1191,120,102,16,38,36,20.0,26,0.62,13.00,1651,1,150,102,85,1,35,135,2,0,32919,0,0.00,0,134,4.8,1.6,0.0,0.0,55.1917,-118.7774,674.3
[19:15:47:997],1018,144,89,16,39,32,13.0,26,0.56,13.00,1658,1,275,101,85,1,35,135,2,0,32662,0,0.00,0,134,6.4,2.1,0.0,0.0,55.1917,-118.7774,674.3
[19:15:48:977],1147,59,101,16,39,37,18.5,26,0.60,13.00,1660,1,115,102,85,1,35,135,2,0,32858,0,0.00,0,134,4.8,1.6,0.0,0.0,55.1917,-118.7774,674.3
[19:15:49:963],1004,142,92,16,39,33,13.5,26,0.56,13.00,1662,1,100,103,85,1,35,135,2,0,32692,0,0.00,0,134,6.3,2.1,0.0,0.0,55.1917,-118.7774,674.3
[19:15:50:989],1166,39,92,16,39,33,17.0,26,0.58,13.00,1660,1,100,104,85,1,35,135,2,0,32789,0,0.00,0,134,4.9,1.6,0.0,0.0,55.1917,-118.7774,674.3
[19:15:51:993],1015,82,102,16,39,37,16.0,26,0.60,13.00,1671,1,155,107,85,1,35,135,2,0,32764,0,0.00,0,134,5.7,1.9,0.0,0.0,55.1917,-118.7774,674.3
[19:15:52:963],1235,88,86,16,40,29,17.0,26,0.56,13.00,1664,1,780,105,85,1,35,135,2,0,32818,0,0.00,0,134,5.6,1.8,0.0,0.0,55.1917,-118.7774,674.3
[19:15:53:955],1001,112,99,16,40,35,15.0,26,0.58,13.00,1668,1,570,104,85,1,35,135,2,0,32724,0,0.00,0,134,5.3,1.7,0.0,0.0,55.1917,-118.7774,674.3
[19:15:55:002],1178,42,86,16,40,30,16.0,26,0.56,13.00,1656,1,335,106,85,1,35,135,2,0,32743,0,0.00,0,134,5.2,1.7,0.0,0.0,55.1917,-118.7774,674.3
[19:15:55:989],1068,22,99,16,40,35,16.5,26,0.58,13.00,1655,1,325,108,85,1,35,135,2,0,32802,0,0.00,0,134,5.2,1.7,0.0,0.0,55.1917,-118.7774,674.3
[19:15:56:972],1107,55,86,16,40,30,13.5,26,0.56,13.00,1641,1,585,106,85,1,35,135,2,0,32684,0,0.00,0,134,5.5,1.8,0.0,0.0,55.1917,-118.7774,674.3
[19:15:58:015],1116,23,99,16,40,34,17.5,26,0.60,13.00,1658,1,235,107,85,1,35,135,2,0,32820,0,0.00,0,134,4.9,1.6,0.0,0.0,55.1917,-118.7774,674.3
[19:15:59:002],1080,69,88,16,40,30,14.0,26,0.54,13.00,1662,1,170,108,85,1,35,135,2,0,32705,0,0.00,0,134,5.6,1.8,0.0,0.0,55.1917,-118.7774,674.3
[19:15:59:997],1151,28,93,16,40,33,17.0,26,0.58,13.00,1675,1,335,109,85,1,35,135,2,0,32807,0,0.00,0,134,4.8,1.6,0.0,0.0,55.1917,-118.7774,674.3
[19:16:00:961],1034,91,93,16,41,32,14.0,26,0.56,13.00,1655,1,690,107,84,1,35,135,2,0,32704,0,0.00,0,134,5.6,1.9,0.0,0.0,55.1917,-118.7774,674.3
[19:16:01:963],1183,52,88,16,41,30,16.5,26,0.56,13.00,1658,1,555,105,84,1,35,135,2,0,32790,0,0.00,0,134,4.9,1.6,0.0,0.0,55.1917,-118.7774,674.3
[19:16:02:957],989,98,102,16,41,38,15.5,26,0.58,13.00,1662,1,195,106,84,1,35,135,2,0,32746,0,0.00,0,134,5.3,1.7,0.0,0.0,55.1917,-118.7774,674.3
[19:16:03:952],1241,85,86,16,41,29,17.0,26,0.56,13.00,1657,1,785,104,84,1,35,135,2,0,32795,0,0.00,0,134,5.6,1.8,0.0,0.0,55.1917,-118.7774,674.2
[19:16:05:016],982,128,99,16,41,35,15.0,26,0.58,13.00,1646,1,425,102,84,1,35,135,2,0,32710,0,0.00,0,134,5.3,1.8,0.0,0.0,55.1917,-118.7774,674.2
[19:16:05:955],1231,95,89,16,41,29,17.5,26,0.56,13.00,1652,1,525,103,84,1,35,135,2,0,32806,0,0.00,0,134,5.1,1.7,0.0,0.0,55.1917,-118.7774,674.2
[19:16:07:008],1014,93,100,16,42,37,16.0,26,0.58,13.00,1653,1,505,101,84,1,35,135,2,0,32748,0,0.00,0,134,5.3,1.7,0.0,0.0,55.1917,-118.7774,674.2
[19:16:08:014],1172,32,86,16,42,31,16.5,26,0.56,13.00,1656,1,185,104,84,1,35,135,2,0,32713,0,0.00,0,134,5.6,1.8,0.0,0.0,55.1917,-118.7774,674.2
[19:16:08:998],1052,47,101,16,42,35,16.0,26,0.60,13.00,1642,1,270,105,84,1,35,135,2,0,32782,0,0.00,0,134,5.4,1.8,0.0,0.0,55.1917,-118.7774,674.2
[19:16:10:020],1094,67,86,16,42,31,13.5,26,0.54,13.00,1648,1,670,103,84,1,35,135,2,0,32650,0,0.00,0,134,5.5,1.8,0.0,0.0,55.1917,-118.7774,674.2
[19:16:10:981],1128,25,100,16,42,35,18.0,26,0.60,13.00,1659,1,425,102,84,1,35,135,2,0,32827,0,0.00,0,134,5.0,1.7,0.0,0.0,55.1917,-118.7774,674.2
[19:16:11:965],1038,95,93,16,42,33,14.0,26,0.56,13.00,1663,1,175,103,84,1,35,135,2,0,32696,0,0.00,0,134,5.9,1.9,0.0,0.0,55.1917,-118.7774,674.2
[19:16:13:011],1195,74,92,16,42,32,17.5,26,0.58,13.00,1660,1,150,105,84,1,35,135,2,0,32802,0,0.00,0,134,5.1,1.7,0.0,0.0,55.1917,-118.7774,674.1
[19:16:13:974],965,142,99,16,42,35,15.0,26,0.58,13.00,1656,1,135,106,84,1,35,135,2,0,32677,0,0.00,0,134,5.7,1.9,0.0,0.0,55.1917,-118.7774,674.1
[19:16:15:016],1257,125,89,16,42,30,18.0,26,0.58,13.00,1658,1,825,104,84,1,35,135,2,0,32823,0,0.00,0,134,5.0,1.6,0.0,0.0,55.1917,-118.7774,674.1
[19:16:15:971],1025,109,95,16,43,35,14.0,26,0.56,13.00,1657,1,740,102,84,1,35,135,2,0,32681,0,0.00,0,134,5.6,1.8,0.0,0.0,55.1917,-118.7774,674.1
[19:16:17:010],1204,73,91,16,43,31,17.5,26,0.58,13.00,1656,1,290,104,84,1,35,135,2,0,32788,0,0.00,0,134,5.3,1.7,0.0,0.0,55.1917,-118.7774,674.1
[19:16:17:973],995,114,97,16,43,35,14.5,26,0.56,13.00,1658,1,125,105,84,1,35,135,2,0,32724,0,0.00,0,134,5.5,1.8,0.0,0.0,55.1917,-118.7774,674.1
[19:16:19:009],1193,53,85,16,43,29,16.5,26,0.56,13.00,1662,1,275,106,84,1,35,135,2,0,32776,0,0.00,0,134,5.2,1.7,0.0,0.0,55.1917,-118.7774,674.1
[19:16:20:004],1045,48,98,16,43,35,16.0,26,0.58,13.00,1663,1,590,105,84,1,35,135,2,0,32791,0,0.00,0,134,5.1,1.7,0.0,0.0,55.1917,-118.7774,674.1
